,Timestamp,CALM,ANGRY,CONFUSED,SAD,SURPRISED,DISGUSTED,FEAR,HAPPY
0,0,0.4571428571428571,0.1,0.1857142857142857,0.1857142857142857,0,0.02857142857142857,0.01428571428571429,0.02857142857142857
1,1,0.4571428571428571,0.05714285714285714,0.1428571428571428,0.2428571428571429,0,0.01428571428571429,0.05714285714285714,0.02857142857142857
2,2,0.4428571428571428,0.1285714285714286,0.1857142857142857,0.2,0,0.02857142857142857,0,0.01428571428571429
3,3,0.3857142857142857,0.1714285714285714,0.1714285714285714,0.2,0.01428571428571429,0.01428571428571429,0.01428571428571429,0.02857142857142857
4,4,0.4285714285714285,0.1571428571428571,0.1857142857142857,0.1857142857142857,0,0.01428571428571429,0,0.02857142857142857
5,5,0.3857142857142857,0.1428571428571428,0.2142857142857143,0.2,0.02857142857142857,0.01428571428571429,0,0.01428571428571429
6,6,0.4428571428571428,0.1857142857142857,0.1142857142857143,0.1571428571428571,0.05714285714285714,0.02857142857142857,0.01428571428571429,0
7,7,0.4285714285714285,0.1285714285714286,0.1857142857142857,0.1857142857142857,0.02857142857142857,0.04285714285714286,0,0
8,8,0.3857142857142857,0.2,0.1428571428571428,0.1857142857142857,0.04285714285714286,0.04285714285714286,0,0
9,9,0.3714285714285714,0.1571428571428571,0.1857142857142857,0.2142857142857143,0.01428571428571429,0.04285714285714286,0.01428571428571429,0
10,10,0.4714285714285714,0.1285714285714286,0.1571428571428571,0.1857142857142857,0.02857142857142857,0.02857142857142857,0,0
11,11,0.4142857142857143,0.1571428571428571,0.1428571428571428,0.2285714285714286,0,0.02857142857142857,0.02857142857142857,0
12,12,0.4142857142857143,0.1428571428571428,0.2142857142857143,0.1428571428571428,0.02857142857142857,0.01428571428571429,0.01428571428571429,0.02857142857142857
13,13,0.4857142857142857,0.1285714285714286,0.1428571428571428,0.1857142857142857,0.02857142857142857,0.02857142857142857,0,0
14,14,0.4,0.1142857142857143,0.2,0.1857142857142857,0.04285714285714286,0.04285714285714286,0,0.01428571428571429
15,15,0.4571428571428571,0.1,0.2,0.1714285714285714,0.01428571428571429,0.02857142857142857,0.02857142857142857,0
16,16,0.4857142857142857,0.07142857142857142,0.1428571428571428,0.2285714285714286,0.02857142857142857,0.04285714285714286,0,0
17,17,0.4142857142857143,0.1142857142857143,0.1857142857142857,0.1857142857142857,0.02857142857142857,0.05714285714285714,0.01428571428571429,0
18,18,0.4142857142857143,0.1142857142857143,0.1428571428571428,0.2285714285714286,0.04285714285714286,0.04285714285714286,0.01428571428571429,0
19,19,0.4285714285714285,0.1285714285714286,0.1857142857142857,0.1857142857142857,0.05714285714285714,0.01428571428571429,0,0
20,20,0.4142857142857143,0.1428571428571428,0.1571428571428571,0.1857142857142857,0.07142857142857142,0.02857142857142857,0,0
21,21,0.4285714285714285,0.1,0.1857142857142857,0.2285714285714286,0.01428571428571429,0.04285714285714286,0,0
22,22,0.4428571428571428,0.1142857142857143,0.1714285714285714,0.2142857142857143,0.02857142857142857,0.02857142857142857,0,0
23,23,0.4142857142857143,0.08571428571428572,0.1428571428571428,0.2714285714285714,0.02857142857142857,0.04285714285714286,0,0.01428571428571429
24,24,0.4285714285714285,0.1142857142857143,0.2,0.1857142857142857,0.02857142857142857,0.02857142857142857,0.01428571428571429,0
25,25,0.4142857142857143,0.1142857142857143,0.2285714285714286,0.1714285714285714,0.01428571428571429,0.05714285714285714,0,0
26,26,0.4142857142857143,0.1142857142857143,0.2,0.2142857142857143,0.01428571428571429,0.04285714285714286,0,0
27,27,0.4714285714285714,0.1142857142857143,0.1714285714285714,0.1714285714285714,0.01428571428571429,0.04285714285714286,0.01428571428571429,0
28,28,0.4571428571428571,0.1285714285714286,0.1428571428571428,0.2285714285714286,0.01428571428571429,0.02857142857142857,0,0
29,29,0.4571428571428571,0.08571428571428572,0.1714285714285714,0.2,0.04285714285714286,0.04285714285714286,0,0
